,c1,c2,c3,c4,c5,c1_feel,c1_sentiment,c2_feel,c2_sentiment,c3_feel,c3_sentiment,c4_feel,c4_sentiment,c5_feel,c5_sentiment
23165,"249,0,0","209,213,231","229,197,210","23,162,180","170,170,170",,0,,0,,0,,0,,0
23166,"8,33,99","254,255,166","209,170,251","255,229,181","168,212,151",,0,,0,,0,,0,,0
23167,"185,196,255","255,42,214","255,195,195","3,198,212","120,100,100",,0,,0,,0,,0,,0
23168,"185,196,255","78,71,200","255,208,208","170,186,184","87,96,91",,0,,0,,0,,0,,0
23169,"205,163,79","176,32,38","169,169,126","246,203,22","158,193,147",,0,,0,,0,,0,,0
23170,"61,86,59","70,255,185","43,43,69","255,248,188","157,159,44",,0,,0,,0,,0,,0
23171,"250,250,237","249,86,92","150,88,141","103,174,156","206,164,141",,0,,0,,0,,0,,0
23172,"249,140,19","204,160,160","137,118,197","35,122,109","205,212,221",,0,,0,,0,,0,,0
23173,"0,28,165","166,170,191","131,193,129","238,135,137","92,34,34",,0,,0,,0,,0,,0
23174,"231,209,71","183,239,255","192,66,103","0,15,111","65,78,111",,0,,0,,0,,0,,0
23175,"36,11,0","0,15,198","50,85,115","159,0,0","238,105,105",,0,,0,,0,,0,,0
23176,"249,218,218","234,227,233","179,133,181","153,196,255","221,205,181",,0,,0,,0,,0,,0
23177,"203,243,255","0,9,111","255,236,228","118,255,12","13,21,60",,0,,0,,0,,0,,0
23178,"255,190,65","0,15,108","161,173,186","231,231,231","117,112,124",,0,,0,,0,,0,,0
23179,"233,255,253","0,12,108","245,252,255","132,185,206","173,177,186",,0,,0,,0,,0,,0
23180,"255,196,196","178,28,28","200,54,112","21,7,14","150,142,154",,0,,0,,0,,0,,0
23181,"47,141,43","252,246,236","0,128,128","255,234,29","120,78,25",,0,,0,,0,,0,,0
23182,"139,73,28","21,78,131","206,192,167","174,12,37","99,83,83",,0,,0,,0,,0,,0
23183,"133,133,133","251,220,37","231,220,205","192,218,255","114,122,103",,0,,0,,0,,0,,0
23184,"176,125,125","208,243,248","227,204,180","138,138,138","171,135,135",,0,,0,,0,,0,,0
23185,"147,178,61","246,196,188","214,211,183","187,187,187","103,67,75",,0,,0,,0,,0,,0
23186,"44,234,105","224,225,213","120,176,188","0,9,138","9,139,150",,0,,0,,0,,0,,0
23187,"0,30,255","254,187,255","208,192,165","0,5,155","152,128,128",,0,,0,,0,,0,,0
23188,"95,194,255","51,214,238","223,217,201","105,103,92","171,150,139",,0,,0,,0,,0,,0
23189,"212,191,229","239,155,255","162,207,209","0,84,139","167,167,167",,0,,0,,0,,0,,0
23190,"41,30,30","255,188,239","219,212,207","184,126,135","167,178,223",,0,,0,,0,,0,,0
23191,"236,135,171","255,209,209","225,218,213","239,231,221","0,3,51",,0,,0,,0,,0,,0
23192,"217,67,126","0,15,255","209,165,95","165,114,114","90,49,49",,0,,0,,0,,0,,0
23193,"147,180,78","0,15,255","0,15,224","189,148,88","178,93,93",,0,,0,,0,,0,,0
23194,"81,119,98","49,0,0","232,179,117","255,210,137","22,37,61",,0,,0,,0,,0,,0
23195,"236,135,171","0,69,110","255,205,148","87,255,0","229,229,82",,0,,0,,0,,0,,0
23196,"212,73,124","255,153,230","0,15,255","106,108,123","87,71,133",,0,,0,,0,,0,,0
23197,"17,57,108","242,255,173","235,176,255","37,51,186","159,167,180",,0,,0,,0,,0,,0
23198,"17,57,108","205,244,255","83,197,206","70,88,94","66,32,32",,0,,0,,0,,0,,0
23199,"225,207,97","127,27,113","193,231,254","193,159,202","217,236,60",,0,,0,,0,,0,,0
23200,"155,232,255","129,30,115","174,134,7","198,148,69","57,180,143",,0,,0,,0,,0,,0
23201,"118,197,115","235,249,249","255,92,0","156,152,161","155,124,255",,0,,0,,0,,0,,0
23202,"146,92,92","157,244,172","198,231,250","38,36,55","206,255,251",,0,,0,,0,,0,,0
23203,"70,69,69","244,164,98","255,228,228","66,51,149","242,196,200",,0,,0,,0,,0,,0
23204,"200,182,158","255,0,103","227,204,174","255,247,63","211,134,72",,0,,0,,0,,0,,0
23205,"193,179,179","0,4,210","193,193,193","116,106,142","181,0,82",,0,,0,,0,,0,,0
23206,"109,61,61","234,0,0","54,17,39","219,219,219","255,203,147",,0,,0,,0,,0,,0
23207,"255,248,150","246,202,216","90,108,174","171,105,105","255,224,183",,0,,0,,0,,0,,0
23208,"58,103,61","229,216,192","126,188,161","255,226,254","111,30,30",,0,,0,,0,,0,,0
23209,"96,197,80","182,120,120","185,28,121","181,158,54","171,171,171",,0,,0,,0,,0,,0
23210,"255,228,225","78,59,40","57,2,60","104,50,107","255,188,106",,0,,0,,0,,0,,0
23211,"255,248,211","238,87,87","111,3,45","151,214,12","197,159,143",,0,,0,,0,,0,,0
23212,"255,229,193","189,47,47","0,121,156","110,103,186","230,255,232",,0,,0,,0,,0,,0
23213,"246,196,188","0,9,153","196,240,240","107,54,54","100,170,255",,0,,0,,0,,0,,0
23214,"0,9,78","154,111,67","74,133,140","156,61,61","255,197,197",,0,,0,,0,,0,,0
23215,"0,14,74","171,198,223","85,72,227","209,209,236","168,244,197",,0,,0,,0,,0,,0
23216,"0,14,109","183,210,255","62,18,24","7,49,88","255,255,241",,0,,0,,0,,0,,0
23217,"0,14,243","0,3,51","80,60,129","14,105,124","31,24,49",,0,,0,,0,,0,,0
23218,"246,196,188","255,250,137","255,224,224","44,46,124","94,0,57",,0,,0,,0,,0,,0
23219,"0,10,121","120,102,57","31,82,86","119,70,141","18,22,73",,0,,0,,0,,0,,0
23220,"0,13,127","80,79,175","254,255,93","60,255,0","0,10,80",,0,,0,,0,,0,,0
23221,"0,15,111","44,45,71","207,223,246","234,126,36","20,18,75",,0,,0,,0,,0,,0
23222,"0,0,0","255,152,89","55,79,47","21,0,255","122,137,183",,0,,0,,0,,0,,0
23223,"0,9,143","197,120,79","251,228,221","149,56,161","193,113,113",,0,,0,,0,,0,,0
23224,"0,3,143","228,243,255","199,103,103","179,203,208","253,255,0",,0,,0,,0,,0,,0
23225,"0,3,131","255,252,190","242,255,204","124,0,255","253,255,0",,0,,0,,0,,0,,0
23226,"0,14,248","251,255,181","255,167,0","189,86,143","80,128,182",,0,,0,,0,,0,,0
23227,"250,212,218","238,200,242","121,210,113","238,120,41","254,166,255",,0,,0,,0,,0,,0
23228,"254,255,195","187,244,151","126,206,255","175,129,214","65,78,105",,0,,0,,0,,0,,0
23229,"0,6,28","252,255,213","150,221,255","81,159,121","72,107,120",,0,,0,,0,,0,,0
23230,"0,2,248","171,236,172","244,244,244","225,160,35","133,65,137",,0,,0,,0,,0,,0
23231,"0,15,3","206,137,137","192,255,186","253,61,255","13,49,62",,0,,0,,0,,0,,0
23232,"253,255,169","254,255,243","210,176,141","24,126,46","0,15,255",,0,,0,,0,,0,,0
23233,"0,15,160","157,18,255","153,172,192","100,61,41","235,236,207",,0,,0,,0,,0,,0
23234,"212,250,244","236,236,236","248,216,216","52,201,124","0,0,0",,0,,0,,0,,0,,0
23235,"0,14,79","102,197,176","218,169,219","100,161,81","126,13,13",,0,,0,,0,,0,,0
23236,"0,14,244","141,98,186","154,255,252","210,156,142","236,140,140",,0,,0,,0,,0,,0
23237,"252,238,236","193,149,95","0,13,221","193,129,129","255,253,235",,0,,0,,0,,0,,0
23238,"0,4,111","240,146,69","70,128,146","44,0,75","170,170,170",,0,,0,,0,,0,,0
23239,"255,255,249","255,168,96","63,136,255","189,51,0","163,219,163",,0,,0,,0,,0,,0
23240,"0,13,115","188,171,238","255,255,214","26,10,10","251,134,246",,0,,0,,0,,0,,0
23241,"0,14,239","255,184,161","148,204,255","255,221,117","64,149,167",,0,,0,,0,,0,,0
23242,"0,3,175","143,113,174","255,97,149","146,53,53","216,132,132",,0,,0,,0,,0,,0
23243,"0,13,200","134,212,219","156,165,255","0,84,111","111,88,88",,0,,0,,0,,0,,0
23244,"0,14,255","229,203,162","223,255,250","53,221,221","234,115,115",,0,,0,,0,,0,,0
23245,"0,6,111","33,77,90","255,219,231","138,21,21","176,16,16",,0,,0,,0,,0,,0
23246,"0,9,12","184,148,255","197,255,219","218,193,14","137,119,92",,0,,0,,0,,0,,0
23247,"0,0,252","163,255,248","231,166,65","64,130,169","248,249,202",,0,,0,,0,,0,,0
23248,"0,15,15","255,206,226","229,46,136","123,38,90","138,251,191",,0,,0,,0,,0,,0
23249,"227,63,15","30,90,114","148,139,139","186,212,196","191,186,242",,0,,0,,0,,0,,0
23250,"220,255,140","185,225,206","0,55,105","119,133,144","195,102,158",,0,,0,,0,,0,,0
23251,"171,140,255","47,19,19","202,252,177","187,187,187","126,184,97",,0,,0,,0,,0,,0
23252,"252,255,140","142,199,183","228,202,165","163,198,246","242,129,186",,0,,0,,0,,0,,0
23253,"105,105,105","97,80,80","97,189,61","165,106,163","238,209,179",,0,,0,,0,,0,,0
23254,"172,217,232","82,108,131","214,255,0","190,154,236","146,162,221",,0,,0,,0,,0,,0
23255,"199,167,212","160,204,244","0,15,255","251,229,161","137,104,104",,0,,0,,0,,0,,0
23256,"0,255,12","60,24,24","87,205,251","0,12,204","176,223,229",,0,,0,,0,,0,,0
23257,"0,15,0","129,87,59","2,1,4","0,17,253","0,0,0",,0,,0,,0,,0,,0
23258,"0,15,0","52,48,45","227,79,28","140,236,132","0,0,0",,0,,0,,0,,0,,0
23259,"0,15,0","62,114,57","135,23,79","22,49,46","178,44,44",,0,,0,,0,,0,,0
23260,"122,169,195","255,139,139","1,82,244","255,219,106","0,0,0",,0,,0,,0,,0,,0
23261,"28,18,75","105,150,144","198,170,201","128,255,186","87,132,255",,0,,0,,0,,0,,0
23262,"0,0,0","86,91,97","236,142,158","232,226,183","36,182,53",,0,,0,,0,,0,,0
23263,"0,0,0","0,82,98","241,242,160","255,208,120","197,31,115",,0,,0,,0,,0,,0
23264,"221,185,246","0,15,255","83,231,213","139,139,139","236,207,224",,0,,0,,0,,0,,0
23265,"255,180,248","199,196,181","161,124,124","88,212,197","0,15,255",,0,,0,,0,,0,,0
23266,"201,255,0","243,251,250","236,198,107","37,43,60","75,20,20",,0,,0,,0,,0,,0
23267,"0,15,0","165,67,44","96,193,201","41,39,114","76,66,92",,0,,0,,0,,0,,0
23268,"0,15,0","177,147,116","108,217,249","33,103,91","240,203,203",,0,,0,,0,,0,,0
23269,"137,87,87","217,219,218","0,0,0","111,165,255","244,208,208",,0,,0,,0,,0,,0
23270,"0,249,255","18,17,22","193,240,199","189,255,0","73,105,191",,0,,0,,0,,0,,0
23271,"116,176,184","203,155,116","111,85,63","0,0,0","255,65,65",,0,,0,,0,,0,,0
23272,"49,39,39","181,181,181","0,0,0","227,217,116","0,0,0",,0,,0,,0,,0,,0
23273,"60,43,43","0,6,15","180,253,192","70,156,132","253,243,7",,0,,0,,0,,0,,0
23274,"255,219,0","145,187,193","58,178,195","254,255,156","0,15,255",,0,,0,,0,,0,,0
23275,"22,16,49","86,77,45","251,205,163","124,103,212","179,234,232",,0,,0,,0,,0,,0
23276,"32,45,79","212,151,58","0,187,201","255,165,135","170,170,170",,0,,0,,0,,0,,0
23277,"88,15,15","73,97,77","191,216,188","154,238,146","240,202,164",,0,,0,,0,,0,,0
23278,"141,159,197","58,58,64","111,44,27","86,217,255","0,15,255",,0,,0,,0,,0,,0
23279,"36,39,32","1,0,9","255,230,183","143,176,189","81,62,50",,0,,0,,0,,0,,0
23280,"45,34,34","208,201,219","209,253,212","119,199,149","0,0,0",,0,,0,,0,,0,,0
23281,"54,54,66","215,217,240","110,146,144","81,32,32","175,197,234",,0,,0,,0,,0,,0
23282,"11,12,47","2,3,79","206,120,132","58,89,174","255,234,202",,0,,0,,0,,0,,0
23283,"244,255,63","65,97,255","0,6,246","210,109,190","196,221,255",,0,,0,,0,,0,,0
23284,"238,238,238","22,111,14","195,0,0","240,168,168","247,224,255",,0,,0,,0,,0,,0
23285,"54,31,31","253,217,0","137,186,255","53,223,56","0,0,0",,0,,0,,0,,0,,0
23286,"47,45,33","40,123,216","85,182,255","107,169,152","201,201,201",,0,,0,,0,,0,,0
23287,"19,49,45","36,219,214","255,50,50","68,88,144","255,114,114",,0,,0,,0,,0,,0
23288,"255,219,0","0,0,0","9,0,1","6,214,178","0,15,255",,0,,0,,0,,0,,0
23289,"46,20,64","255,179,236","208,17,17","131,13,72","52,113,131",,0,,0,,0,,0,,0
23290,"109,101,74","0,0,0","124,63,106","210,61,61","243,238,231",,0,,0,,0,,0,,0
23291,"201,183,244","87,249,236","221,168,168","17,98,109","232,216,141",,0,,0,,0,,0,,0
23292,"84,255,164","236,49,96","240,152,236","38,99,229","175,148,131",,0,,0,,0,,0,,0
23293,"57,5,71","182,189,232","34,183,242","107,0,167","164,25,183",,0,,0,,0,,0,,0
23294,"43,16,16","60,255,0","204,204,204","96,123,139","192,192,192",,0,,0,,0,,0,,0
23295,"96,62,8","38,29,39","0,5,155","161,75,75","170,170,170",,0,,0,,0,,0,,0
23296,"65,49,66","24,20,112","0,9,188","32,9,90","0,0,0",,0,,0,,0,,0,,0
23297,"42,51,51","0,0,0","197,164,155","88,21,101","192,184,175",,0,,0,,0,,0,,0
23298,"0,15,255","133,206,212","41,27,76","187,26,189","170,170,170",,0,,0,,0,,0,,0
23299,"44,144,193","120,99,67","186,212,128","54,191,125","255,229,203",,0,,0,,0,,0,,0
23300,"255,180,0","193,238,115","229,220,193","116,240,19","50,2,183",,0,,0,,0,,0,,0
23301,"38,62,45","189,229,172","229,186,186","4,0,122","227,227,227",,0,,0,,0,,0,,0
23302,"79,141,146","169,192,223","200,14,14","17,108,210","0,15,255",,0,,0,,0,,0,,0
23303,"128,0,0","33,113,68","129,255,253","19,9,118","231,198,164",,0,,0,,0,,0,,0
23304,"0,15,0","107,130,173","241,255,0","148,83,39","255,255,224",,0,,0,,0,,0,,0
23305,"109,36,36","181,54,54","92,154,159","84,148,108","255,228,213",,0,,0,,0,,0,,0
23306,"108,241,64","148,0,97","38,0,255","122,210,77","0,0,0",,0,,0,,0,,0,,0
23307,"161,142,183","229,244,148","66,67,84","240,238,238","255,213,170",,0,,0,,0,,0,,0
23308,"131,171,191","54,17,39","227,177,217","234,85,59","255,222,189",,0,,0,,0,,0,,0
23309,"95,49,104","231,238,120","114,90,58","42,145,141","0,15,255",,0,,0,,0,,0,,0
23310,"227,191,139","186,140,93","123,181,183","146,220,255","31,101,43",,0,,0,,0,,0,,0
23311,"143,186,43","227,30,30","25,23,43","229,195,188","15,83,154",,0,,0,,0,,0,,0
23312,"48,48,48","238,230,181","111,114,173","62,52,84","1,0,66",,0,,0,,0,,0,,0
23313,"69,46,34","255,223,123","255,206,0","154,25,25","0,7,56",,0,,0,,0,,0,,0
23314,"255,148,34","105,100,96","154,141,169","250,250,250","255,2,24",,0,,0,,0,,0,,0
23315,"247,248,217","223,168,83","124,187,215","222,170,112","242,167,246",,0,,0,,0,,0,,0
23316,"0,15,0","181,212,236","205,165,165","0,15,255","0,15,255",,0,,0,,0,,0,,0
23317,"21,255,0","111,151,238","150,247,255","0,15,255","16,72,191",,0,,0,,0,,0,,0
23318,"195,165,140","179,255,106","192,17,124","113,128,160","170,170,170",,0,,0,,0,,0,,0
23319,"169,104,69","22,209,249","109,64,108","116,104,93","248,248,255",,0,,0,,0,,0,,0
23320,"62,39,37","250,191,251","139,195,58","86,255,0","255,213,192",,0,,0,,0,,0,,0
23321,"101,114,90","166,127,208","12,21,84","80,33,4","6,64,10",,0,,0,,0,,0,,0
23322,"137,118,73","186,81,81","5,121,251","70,92,95","255,221,138",,0,,0,,0,,0,,0
23323,"134,142,152","94,120,93","189,71,71","5,3,7","228,211,255",,0,,0,,0,,0,,0
23324,"99,104,118","255,193,130","12,0,92","161,144,203","116,116,116",,0,,0,,0,,0,,0
23325,"146,125,112","116,89,55","19,78,101","255,194,71","0,66,51",,0,,0,,0,,0,,0
23326,"148,85,74","0,15,255","11,143,154","233,255,178","181,126,220",,0,,0,,0,,0,,0
23327,"74,88,80","164,35,15","36,37,103","255,172,0","58,57,58",,0,,0,,0,,0,,0
23328,"176,166,48","72,92,129","165,81,161","77,46,80","255,89,201",,0,,0,,0,,0,,0
23329,"120,71,67","246,172,86","47,255,0","174,131,103","170,170,170",,0,,0,,0,,0,,0
23330,"120,85,72","51,25,16","227,158,52","45,62,53","255,93,34",,0,,0,,0,,0,,0
23331,"144,105,91","241,137,20","47,0,255","161,126,103","211,230,242",,0,,0,,0,,0,,0
23332,"131,148,146","200,162,249","101,24,116","126,146,140","81,72,41",,0,,0,,0,,0,,0
23333,"58,58,53","184,171,223","188,216,221","90,107,94","255,172,46",,0,,0,,0,,0,,0
23334,"71,61,40","255,200,186","111,0,255","124,100,76","0,69,255",,0,,0,,0,,0,,0
23335,"225,170,35","213,233,161","195,65,137","165,138,127","22,23,27",,0,,0,,0,,0,,0
23336,"156,66,65","255,203,117","225,142,39","133,105,81","150,0,255",,0,,0,,0,,0,,0
23337,"171,123,144","251,255,206","187,152,216","155,180,170","85,92,123",,0,,0,,0,,0,,0
23338,"152,107,95","158,67,112","73,11,126","219,201,196","200,68,115",,0,,0,,0,,0,,0
23339,"149,154,156","243,255,132","96,91,87","114,107,68","110,158,174",,0,,0,,0,,0,,0
23340,"171,163,143","144,80,80","255,36,213","58,41,44","166,200,207",,0,,0,,0,,0,,0
23341,"156,98,91","212,212,212","163,167,243","229,223,215","202,100,145",,0,,0,,0,,0,,0
23342,"89,96,60","188,213,231","221,226,180","201,183,179","0,47,67",,0,,0,,0,,0,,0
23343,"64,81,66","180,167,146","155,206,226","214,195,176","231,143,9",,0,,0,,0,,0,,0
23344,"159,113,125","242,215,223","0,15,255","193,186,177","32,19,2",,0,,0,,0,,0,,0
23345,"141,73,81","236,174,233","214,197,123","118,105,73","0,15,255",,0,,0,,0,,0,,0
23346,"182,158,167","181,128,142","210,203,135","146,104,99","255,235,95",,0,,0,,0,,0,,0
23347,"99,109,124","0,15,255","0,21,79","79,90,103","53,0,0",,0,,0,,0,,0,,0
23348,"75,50,61","199,189,148","220,0,0","45,60,50","79,60,103",,0,,0,,0,,0,,0
23349,"161,94,79","53,63,86","237,215,173","161,130,115","70,47,34",,0,,0,,0,,0,,0
23350,"181,183,189","184,115,150","211,255,177","210,187,181","231,209,123",,0,,0,,0,,0,,0
23351,"131,131,131","175,145,214","137,48,48","242,198,208","103,255,98",,0,,0,,0,,0,,0
23352,"152,126,120","167,204,148","111,0,84","126,52,56","140,235,255",,0,,0,,0,,0,,0
23353,"150,163,167","254,152,127","0,0,0","74,77,66","204,188,255",,0,,0,,0,,0,,0
23354,"135,135,115","191,183,168","178,50,50","154,104,59","121,18,0",,0,,0,,0,,0,,0
23355,"146,79,52","141,129,155","238,214,43","174,137,125","0,6,34",,0,,0,,0,,0,,0
23356,"174,157,164","255,168,203","103,174,229","158,199,118","255,240,225",,0,,0,,0,,0,,0
23357,"131,80,63","208,236,244","189,72,135","59,66,63","1,17,62",,0,,0,,0,,0,,0
23358,"243,107,33","146,206,236","225,222,191","195,178,163","16,56,17",,0,,0,,0,,0,,0
23359,"245,71,0","255,130,165","91,190,216","92,100,120","0,13,69",,0,,0,,0,,0,,0
23360,"255,128,0","0,15,96","111,105,100","118,107,91","50,52,214",,0,,0,,0,,0,,0
23361,"255,205,245","139,84,91","148,180,234","101,74,63","205,200,170",,0,,0,,0,,0,,0
23362,"255,247,240","135,126,119","180,131,170","148,163,136","74,73,36",,0,,0,,0,,0,,0
23363,"243,232,255","137,87,75","222,246,95","52,60,36","94,74,80",,0,,0,,0,,0,,0
23364,"33,33,33","174,144,133","255,210,173","124,100,96","104,114,116",,0,,0,,0,,0,,0
23365,"41,43,44","156,205,216","245,241,238","73,55,44","170,170,170",,0,,0,,0,,0,,0
23366,"91,192,222","99,77,68","0,238,220","170,255,249","28,255,203",,0,,0,,0,,0,,0
23367,"217,83,79","171,155,97","130,210,54","66,0,0","108,197,216",,0,,0,,0,,0,,0
23368,"36,36,36","95,113,153","10,71,60","183,221,255","189,255,247",,0,,0,,0,,0,,0
23369,"52,37,118","189,168,142","34,12,12","0,87,134","177,255,128",,0,,0,,0,,0,,0
23370,"25,25,112","238,171,156","0,148,158","201,0,71","212,146,199",,0,,0,,0,,0,,0
23371,"244,244,244","0,0,0","99,98,112","0,40,56","255,174,174",,0,,0,,0,,0,,0
23372,"98,58,84","0,0,0","168,136,186","231,231,231","255,254,225",,0,,0,,0,,0,,0
23373,"0,0,0","182,160,125","81,81,81","99,70,137","210,240,192",,0,,0,,0,,0,,0
23374,"0,0,0","182,160,125","159,96,0","178,58,142","169,205,255",,0,,0,,0,,0,,0
23375,"0,0,0","255,218,200","57,63,86","191,159,120","129,223,154",,0,,0,,0,,0,,0
23376,"94,92,71","182,160,125","129,127,126","225,130,65","208,100,105",,0,,0,,0,,0,,0
23377,"158,159,138","182,160,125","41,120,98","120,110,102","210,236,0",,0,,0,,0,,0,,0
23378,"239,205,178","160,193,235","135,240,255","167,11,11","194,206,202",,0,,0,,0,,0,,0
23379,"186,212,213","255,242,187","21,255,0","89,208,234","196,228,229",,0,,0,,0,,0,,0
23380,"217,192,189","229,139,139","0,249,255","101,60,124","57,73,35",,0,,0,,0,,0,,0
23381,"123,210,137","0,28,97","204,164,103","218,186,151","10,10,10",,0,,0,,0,,0,,0
23382,"0,15,255","201,218,237","76,171,150","105,193,159","128,164,28",,0,,0,,0,,0,,0
23383,"0,15,255","255,223,245","122,252,255","146,54,100","29,90,179",,0,,0,,0,,0,,0
23384,"161,0,0","197,255,219","95,57,156","11,26,51","28,81,186",,0,,0,,0,,0,,0
23385,"255,175,211","197,243,255","126,210,242","137,98,71","158,0,57",,0,,0,,0,,0,,0
23386,"33,33,33","41,31,18","186,238,184","255,224,192","215,25,28",,0,,0,,0,,0,,0
23387,"41,38,124","0,15,255","139,229,255","236,183,220","165,170,173",,0,,0,,0,,0,,0
23388,"209,179,121","32,11,26","193,170,180","217,164,255","106,122,252",,0,,0,,0,,0,,0
23389,"228,163,209","93,113,167","149,160,201","253,206,135","126,94,55",,0,,0,,0,,0,,0
23390,"23,165,137","217,217,217","0,0,0","165,126,186","119,255,197",,0,,0,,0,,0,,0
23391,"62,53,53","240,90,25","177,208,223","51,86,159","21,45,77",,0,,0,,0,,0,,0
23392,"82,149,225","2,75,53","143,30,150","207,207,196","28,28,28",,0,,0,,0,,0,,0
23393,"104,255,122","17,19,64","251,193,193","110,0,19","170,170,170",,0,,0,,0,,0,,0
23394,"102,73,231","240,0,255","11,178,90","0,15,0","126,148,178",,0,,0,,0,,0,,0
23395,"255,3,3","255,205,205","125,182,163","232,234,240","122,81,56",,0,,0,,0,,0,,0
23396,"0,0,0","54,62,152","82,101,169","0,0,0","220,254,255",,0,,0,,0,,0,,0
23397,"184,7,34","156,117,42","42,201,214","0,0,0","44,47,62",,0,,0,,0,,0,,0
23398,"69,76,146","41,60,31","161,28,115","0,0,0","116,39,39",,0,,0,,0,,0,,0
23399,"165,41,97","184,126,173","0,15,0","0,0,0","0,75,131",,0,,0,,0,,0,,0
23400,"0,0,0","246,164,119","27,107,114","0,0,0","22,36,2",,0,,0,,0,,0,,0
23401,"83,111,62","45,53,92","59,154,240","35,34,40","78,146,99",,0,,0,,0,,0,,0
23402,"0,12,0","255,136,72","124,0,148","255,208,206","16,237,255",,0,,0,,0,,0,,0
23403,"174,75,69","234,255,252","176,226,255","195,255,243","34,77,54",,0,,0,,0,,0,,0
23404,"171,153,94","63,90,54","154,80,80","244,243,238","255,165,149",,0,,0,,0,,0,,0
23405,"255,108,108","244,218,231","204,61,45","255,0,244","144,83,68",,0,,0,,0,,0,,0
23406,"0,15,238","206,120,120","154,29,149","126,20,18","255,130,212",,0,,0,,0,,0,,0
23407,"0,14,254","223,223,223","50,101,210","120,98,83","0,138,169",,0,,0,,0,,0,,0
23408,"0,10,61","255,0,90","9,156,93","173,77,102","170,170,170",,0,,0,,0,,0,,0
23409,"0,10,60","255,248,94","253,255,0","195,125,63","249,225,183",,0,,0,,0,,0,,0
23410,"0,3,253","64,64,64","53,0,156","106,36,11","183,228,238",,0,,0,,0,,0,,0
23411,"111,22,0","86,200,255","21,141,159","207,110,33","0,12,204",,0,,0,,0,,0,,0
23412,"237,123,1","207,207,225","16,10,182","187,187,187","48,113,12",,0,,0,,0,,0,,0
23413,"253,255,0","215,246,246","57,81,23","137,70,89","255,207,207",,0,,0,,0,,0,,0
23414,"253,255,0","152,120,87","9,69,171","140,155,255","0,15,255",,0,,0,,0,,0,,0
23415,"141,0,114","246,183,144","20,152,0","109,46,56","58,5,5",,0,,0,,0,,0,,0
23416,"141,0,114","246,193,193","63,51,44","219,153,158","147,0,186",,0,,0,,0,,0,,0
23417,"141,0,114","170,144,204","63,51,44","96,182,128","47,26,75",,0,,0,,0,,0,,0
23418,"138,144,119","137,206,221","63,51,44","83,114,169","170,170,170",,0,,0,,0,,0,,0
23419,"204,172,0","255,90,223","63,51,44","120,110,146","58,8,49",,0,,0,,0,,0,,0
23420,"24,161,95","74,89,105","229,72,151","255,200,132","170,170,170",,0,,0,,0,,0,,0
23421,"1,87,155","163,215,255","186,43,43","88,79,79","48,0,109",,0,,0,,0,,0,,0
23422,"193,193,193","236,218,176","99,81,42","130,152,178","217,242,231",,0,,0,,0,,0,,0
23423,"96,108,119","161,93,57","227,140,10","239,240,220","219,198,198",,0,,0,,0,,0,,0
23424,"255,156,123","249,204,223","229,216,188","181,185,156","159,199,162",,0,,0,,0,,0,,0
23425,"0,0,3","255,219,151","63,51,44","143,143,143","110,146,156",,0,,0,,0,,0,,0
23426,"0,12,204","249,255,232","63,51,44","10,120,124","134,195,184",,0,,0,,0,,0,,0
23427,"129,39,39","183,227,224","77,63,105","0,123,3","42,24,106",,0,,0,,0,,0,,0
23428,"61,33,137","199,187,172","148,76,76","170,27,94","212,202,101",,0,,0,,0,,0,,0
23429,"244,140,91","69,139,154","146,106,71","17,151,85","255,207,147",,0,,0,,0,,0,,0
23430,"108,206,86","225,133,6","63,51,44","48,170,0","1,33,88",,0,,0,,0,,0,,0
23431,"236,224,209","174,167,167","63,51,44","127,22,22","0,3,0",,0,,0,,0,,0,,0
23432,"94,179,119","78,82,148","63,51,44","247,253,255","49,0,71",,0,,0,,0,,0,,0
23433,"140,174,171","251,193,240","63,51,44","0,15,255","235,15,15",,0,,0,,0,,0,,0
23434,"144,255,224","131,116,97","63,51,44","121,249,101","69,162,212",,0,,0,,0,,0,,0
23435,"237,188,188","52,204,177","63,51,44","204,175,1","6,74,108",,0,,0,,0,,0,,0
23436,"86,86,86","0,90,0","63,51,44","174,131,0","120,90,62",,0,,0,,0,,0,,0
23437,"85,229,176","216,216,216","63,51,44","172,184,67","243,211,151",,0,,0,,0,,0,,0
23438,"245,183,255","90,186,112","249,239,221","189,173,110","255,219,231",,0,,0,,0,,0,,0
23439,"106,106,106","26,92,83","255,254,233","20,189,150","255,191,239",,0,,0,,0,,0,,0
23440,"255,126,126","146,57,26","255,250,199","147,196,210","34,31,94",,0,,0,,0,,0,,0
23441,"148,0,52","161,36,98","167,149,134","255,237,255","228,177,93",,0,,0,,0,,0,,0
23442,"135,135,135","0,66,201","253,255,0","170,119,180","16,1,21",,0,,0,,0,,0,,0
23443,"255,227,183","229,186,206","121,0,18","33,13,13","29,0,45",,0,,0,,0,,0,,0
23444,"60,60,60","244,166,159","3,205,157","173,253,255","55,40,79",,0,,0,,0,,0,,0
23445,"181,236,242","229,224,112","78,26,64","0,0,0","31,54,40",,0,,0,,0,,0,,0
23446,"72,149,244","99,193,190","144,89,231","138,102,6","255,243,220",,0,,0,,0,,0,,0
23447,"58,174,112","180,142,142","27,155,142","133,251,255","170,170,170",,0,,0,,0,,0,,0
