,c1,c2,c3,c4,c5,c1_feel,c1_sentiment,c2_feel,c2_sentiment,c3_feel,c3_sentiment,c4_feel,c4_sentiment,c5_feel,c5_sentiment
36705,"4,238,161","16,70,0","193,122,14","100,147,141","66,66,69",,0,,0,,0,,0,,0
36706,"4,238,161","174,80,255","131,140,160","223,145,122","29,12,9",,0,,0,,0,,0,,0
36707,"39,174,174","255,90,0","153,201,84","223,220,203","181,176,176",,0,,0,,0,,0,,0
36708,"39,174,174","150,0,255","148,73,135","184,147,128","217,213,213",,0,,0,,0,,0,,0
36709,"44,62,80","57,0,58","214,200,111","163,164,158","249,242,242",,0,,0,,0,,0,,0
36710,"52,73,94","49,0,0","255,201,32","235,225,172","207,202,202",,0,,0,,0,,0,,0
36711,"39,174,174","240,0,255","60,255,0","128,140,162","255,251,162",,0,,0,,0,,0,,0
36712,"205,183,181","0,1,49","3,212,161","214,177,148","236,226,0",,0,,0,,0,,0,,0
36713,"238,223,204","255,143,4","140,187,125","90,88,93","29,78,122",,0,,0,,0,,0,,0
36714,"40,40,40","0,125,255","111,109,176","148,166,180","244,83,13",,0,,0,,0,,0,,0
36715,"16,154,175","103,184,104","71,49,68","125,184,180","62,60,60",,0,,0,,0,,0,,0
36716,"234,147,14","19,207,19","48,88,171","199,191,180","20,54,40",,0,,0,,0,,0,,0
36717,"236,93,93","68,190,199","30,79,184","184,183,179","50,86,86",,0,,0,,0,,0,,0
36718,"253,255,0","244,222,0","135,255,42","97,80,72","230,255,248",,0,,0,,0,,0,,0
36719,"222,244,249","0,53,73","172,255,108","243,238,208","223,216,53",,0,,0,,0,,0,,0
36720,"174,235,249","227,240,123","153,196,206","187,187,187","233,234,236",,0,,0,,0,,0,,0
36721,"116,13,111","255,249,121","234,169,88","230,14,100","208,215,41",,0,,0,,0,,0,,0
36722,"249,34,34","254,255,155","49,104,221","232,223,192","242,166,235",,0,,0,,0,,0,,0
36723,"223,214,8","231,149,122","0,15,3","118,69,20","3,33,73",,0,,0,,0,,0,,0
36724,"197,249,239","255,188,143","180,171,94","90,66,39","0,15,255",,0,,0,,0,,0,,0
36725,"55,168,223","201,156,131","81,58,39","230,7,248","0,15,255",,0,,0,,0,,0,,0
36726,"92,10,10","127,210,251","173,78,255","67,12,10","251,190,198",,0,,0,,0,,0,,0
36727,"245,255,250","255,100,139","201,227,240","0,15,255","141,219,52",,0,,0,,0,,0,,0
36728,"214,179,32","137,124,134","25,25,33","172,86,57","105,139,105",,0,,0,,0,,0,,0
36729,"255,0,172","29,24,79","128,82,167","0,15,255","106,58,74",,0,,0,,0,,0,,0
36730,"249,156,213","199,191,230","253,229,173","172,79,0","0,15,255",,0,,0,,0,,0,,0
36731,"228,72,146","255,225,225","166,9,9","170,102,14","182,156,25",,0,,0,,0,,0,,0
36732,"255,240,166","126,22,22","242,192,204","244,182,242","170,170,170",,0,,0,,0,,0,,0
36733,"235,120,55","255,247,215","152,19,144","141,81,12","170,170,170",,0,,0,,0,,0,,0
36734,"92,10,10","242,216,154","107,176,86","178,216,134","255,49,153",,0,,0,,0,,0,,0
36735,"255,140,0","54,0,138","255,244,139","36,24,24","35,208,125",,0,,0,,0,,0,,0
36736,"254,93,93","191,116,116","0,15,255","126,84,20","140,163,88",,0,,0,,0,,0,,0
36737,"255,252,248","156,201,208","214,169,58","234,229,229","139,0,0",,0,,0,,0,,0,,0
36738,"0,0,0","187,195,204","209,17,67","178,146,88","56,11,97",,0,,0,,0,,0,,0
36739,"255,246,143","255,133,108","255,0,13","0,2,34","0,15,255",,0,,0,,0,,0,,0
36740,"113,215,180","107,137,148","209,17,67","253,238,135","74,93,95",,0,,0,,0,,0,,0
36741,"203,190,181","145,231,225","209,17,67","187,187,187","73,59,87",,0,,0,,0,,0,,0
36742,"195,187,179","145,231,225","10,7,101","95,158,160","170,170,170",,0,,0,,0,,0,,0
36743,"253,158,158","144,189,193","229,198,22","171,143,143","152,3,32",,0,,0,,0,,0,,0
36744,"76,101,88","236,209,49","0,100,0","153,124,156","3,172,221",,0,,0,,0,,0,,0
36745,"255,140,0","255,0,231","216,186,60","24,197,184","79,210,197",,0,,0,,0,,0,,0
36746,"255,193,37","99,121,145","98,119,122","38,162,209","240,142,43",,0,,0,,0,,0,,0
36747,"255,48,48","98,143,193","216,192,234","144,26,26","0,0,0",,0,,0,,0,,0,,0
36748,"127,201,177","244,230,208","109,58,107","137,184,108","180,0,0",,0,,0,,0,,0,,0
36749,"255,48,48","221,221,221","84,39,24","131,152,124","156,126,126",,0,,0,,0,,0,,0
36750,"219,86,41","224,221,216","147,199,139","35,20,6","144,38,86",,0,,0,,0,,0,,0
36751,"171,225,108","219,150,95","164,62,50","24,27,63","28,59,88",,0,,0,,0,,0,,0
36752,"216,213,131","211,111,136","106,129,95","20,25,45","96,54,10",,0,,0,,0,,0,,0
36753,"119,177,169","144,176,128","192,192,192","68,128,78","133,213,223",,0,,0,,0,,0,,0
36754,"155,89,182","255,143,143","0,46,98","44,55,80","0,3,0",,0,,0,,0,,0,,0
36755,"22,160,133","178,95,103","0,0,0","80,64,79","224,162,216",,0,,0,,0,,0,,0
36756,"255,181,181","220,188,255","0,15,255","97,88,147","242,239,251",,0,,0,,0,,0,,0
36757,"237,199,255","153,135,122","0,15,255","54,59,76","36,129,167",,0,,0,,0,,0,,0
36758,"255,233,192","255,87,121","0,15,255","15,65,50","147,35,148",,0,,0,,0,,0,,0
36759,"255,207,236","178,214,197","0,15,255","150,110,153","163,219,253",,0,,0,,0,,0,,0
36760,"228,255,181","233,117,255","0,15,255","151,107,83","163,214,253",,0,,0,,0,,0,,0
36761,"244,255,201","152,113,97","0,15,255","173,78,78","148,28,98",,0,,0,,0,,0,,0
36762,"203,248,255","255,192,113","142,142,145","75,24,2","144,136,27",,0,,0,,0,,0,,0
36763,"255,96,128","255,251,149","227,39,57","240,79,45","48,64,39",,0,,0,,0,,0,,0
36764,"210,161,140","78,151,195","28,65,140","248,238,231","131,105,58",,0,,0,,0,,0,,0
36765,"150,255,0","51,36,36","0,15,255","0,15,255","193,52,231",,0,,0,,0,,0,,0
36766,"201,0,0","255,150,104","0,15,255","186,221,141","128,82,189",,0,,0,,0,,0,,0
36767,"0,15,255","62,46,46","0,15,255","210,190,223","119,42,134",,0,,0,,0,,0,,0
36768,"25,6,6","92,80,72","242,143,32","160,207,213","147,61,100",,0,,0,,0,,0,,0
36769,"192,187,183","131,190,219","167,169,172","253,218,179","61,125,147",,0,,0,,0,,0,,0
36770,"0,12,255","109,79,79","139,41,66","180,209,238","0,0,0",,0,,0,,0,,0,,0
36771,"92,0,252","158,216,112","167,177,183","0,231,195","0,15,3",,0,,0,,0,,0,,0
36772,"0,9,3","103,159,121","214,156,5","249,205,173","0,0,111",,0,,0,,0,,0,,0
36773,"0,15,207","105,26,26","156,221,157","207,183,181","0,12,108",,0,,0,,0,,0,,0
36774,"0,0,159","161,88,121","249,50,201","255,155,156","189,255,0",,0,,0,,0,,0,,0
36775,"117,0,138","211,131,56","200,201,91","229,221,126","105,59,71",,0,,0,,0,,0,,0
36776,"117,0,138","211,131,56","203,184,159","216,166,219","0,6,105",,0,,0,,0,,0,,0
36777,"255,49,81","225,148,3","0,15,240","99,234,149","41,210,129",,0,,0,,0,,0,,0
36778,"201,61,61","118,163,137","175,236,231","238,209,180","29,107,62",,0,,0,,0,,0,,0
36779,"54,214,153","255,105,40","255,135,25","39,22,60","71,108,172",,0,,0,,0,,0,,0
36780,"0,223,206","223,128,65","74,98,102","189,86,42","143,0,46",,0,,0,,0,,0,,0
36781,"1,121,194","134,165,98","0,28,19","62,43,81","89,20,225",,0,,0,,0,,0,,0
36782,"25,29,50","231,197,197","179,148,128","146,120,9","198,224,255",,0,,0,,0,,0,,0
36783,"196,255,255","95,152,216","207,138,0","94,53,74","207,75,75",,0,,0,,0,,0,,0
36784,"0,123,167","255,97,29","219,170,170","49,154,104","250,95,163",,0,,0,,0,,0,,0
36785,"0,15,0","138,255,146","209,225,221","75,32,84","66,2,23",,0,,0,,0,,0,,0
36786,"13,25,60","227,227,227","67,58,29","9,77,10","49,49,49",,0,,0,,0,,0,,0
36787,"0,15,0","227,227,227","240,233,221","157,46,178","94,0,62",,0,,0,,0,,0,,0
36788,"0,15,255","221,109,176","90,47,57","0,54,103","182,234,180",,0,,0,,0,,0,,0
36789,"0,15,255","231,188,255","144,121,28","212,206,142","170,170,170",,0,,0,,0,,0,,0
36790,"0,15,255","64,31,31","0,6,51","17,7,28","137,181,237",,0,,0,,0,,0,,0
36791,"0,15,255","221,77,77","212,210,185","161,132,95","251,251,251",,0,,0,,0,,0,,0
36792,"180,199,240","231,255,143","255,123,0","180,163,152","140,214,209",,0,,0,,0,,0,,0
36793,"0,0,204","57,33,96","0,209,189","52,8,60","211,46,54",,0,,0,,0,,0,,0
36794,"0,0,159","255,237,194","194,1,90","105,19,19","224,127,90",,0,,0,,0,,0,,0
36795,"150,136,136","48,52,29","100,135,142","33,11,62","4,199,105",,0,,0,,0,,0,,0
36796,"208,123,149","254,204,195","116,216,198","120,94,76","236,132,89",,0,,0,,0,,0,,0
36797,"123,150,208","0,15,159","198,129,129","6,41,38","34,115,246",,0,,0,,0,,0,,0
36798,"62,9,9","254,255,204","249,229,199","152,111,33","215,198,198",,0,,0,,0,,0,,0
36799,"95,132,150","253,130,60","197,16,16","122,49,49","255,119,188",,0,,0,,0,,0,,0
36800,"66,139,29","251,52,52","4,2,26","58,100,109","130,119,255",,0,,0,,0,,0,,0
36801,"249,166,166","255,38,38","221,188,203","195,249,101","168,230,177",,0,,0,,0,,0,,0
36802,"24,99,33","255,183,20","224,120,238","78,37,88","239,123,47",,0,,0,,0,,0,,0
36803,"227,30,80","0,0,0","201,130,57","225,67,67","149,51,219",,0,,0,,0,,0,,0
36804,"0,12,240","0,0,0","35,207,146","132,252,255","38,231,221",,0,,0,,0,,0,,0
36805,"221,122,240","169,26,49","81,26,173","52,75,81","0,30,0",,0,,0,,0,,0,,0
36806,"11,11,11","255,83,25","28,108,63","255,243,171","3,37,54",,0,,0,,0,,0,,0
36807,"2,2,2","115,216,244","186,161,53","109,50,0","234,230,120",,0,,0,,0,,0,,0
36808,"26,132,184","201,128,36","210,206,90","22,177,144","220,225,223",,0,,0,,0,,0,,0
36809,"238,16,16","234,209,134","92,182,163","105,4,4","199,157,105",,0,,0,,0,,0,,0
36810,"88,153,173","246,86,86","247,249,155","32,127,189","160,197,130",,0,,0,,0,,0,,0
36811,"242,227,135","253,223,225","85,132,62","181,0,0","242,219,209",,0,,0,,0,,0,,0
36812,"101,151,197","0,229,121","50,153,148","97,105,91","0,0,0",,0,,0,,0,,0,,0
36813,"225,122,87","238,191,171","109,203,165","78,28,81","243,240,205",,0,,0,,0,,0,,0
36814,"176,96,116","216,179,88","231,138,223","0,4,160","186,150,128",,0,,0,,0,,0,,0
36815,"210,115,192","81,34,39","245,218,95","28,51,0","35,79,62",,0,,0,,0,,0,,0
36816,"227,132,14","204,4,95","111,204,221","108,112,122","212,61,26",,0,,0,,0,,0,,0
36817,"105,255,131","137,186,231","118,26,27","0,159,149","33,84,84",,0,,0,,0,,0,,0
36818,"254,255,153","243,215,244","183,136,110","177,213,239","212,1,133",,0,,0,,0,,0,,0
36819,"239,241,108","189,100,94","82,136,129","252,223,212","16,225,215",,0,,0,,0,,0,,0
36820,"255,129,237","60,51,53","176,238,255","0,77,182","105,102,122",,0,,0,,0,,0,,0
36821,"137,0,55","73,112,99","196,170,121","68,125,141","0,56,225",,0,,0,,0,,0,,0
36822,"105,140,189","116,102,203","178,191,60","17,69,71","123,153,208",,0,,0,,0,,0,,0
36823,"216,181,144","74,109,126","194,216,73","244,239,239","18,219,208",,0,,0,,0,,0,,0
36824,"0,0,102","138,231,65","255,195,37","255,0,116","47,84,93",,0,,0,,0,,0,,0
36825,"18,157,210","240,206,164","0,15,255","107,81,30","2,179,208",,0,,0,,0,,0,,0
36826,"28,22,210","24,11,1","0,15,255","109,68,17","66,191,182",,0,,0,,0,,0,,0
36827,"0,186,199","73,5,5","0,15,255","129,176,128","145,170,223",,0,,0,,0,,0,,0
36828,"0,15,201","163,236,230","242,228,25","41,39,103","160,136,199",,0,,0,,0,,0,,0
36829,"217,206,236","255,205,130","239,180,16","92,131,130","89,108,113",,0,,0,,0,,0,,0
36830,"7,171,219","101,25,67","89,13,13","139,22,159","72,169,147",,0,,0,,0,,0,,0
36831,"253,96,167","17,25,60","156,195,58","137,51,51","202,139,23",,0,,0,,0,,0,,0
36832,"204,225,93","94,22,22","207,138,0","94,3,54","124,193,124",,0,,0,,0,,0,,0
36833,"156,50,120","204,172,0","253,183,171","99,15,15","197,234,230",,0,,0,,0,,0,,0
36834,"202,229,141","111,77,42","0,0,241","150,150,150","236,226,106",,0,,0,,0,,0,,0
36835,"246,242,151","42,126,144","187,204,222","0,119,253","44,58,78",,0,,0,,0,,0,,0
36836,"0,255,208","0,15,255","253,207,183","178,230,255","255,152,134",,0,,0,,0,,0,,0
36837,"251,208,32","231,76,60","0,15,85","255,163,223","78,229,229",,0,,0,,0,,0,,0
36838,"237,219,81","0,126,229","173,168,48","1,149,215","251,251,251",,0,,0,,0,,0,,0
36839,"219,172,172","77,194,71","0,223,255","178,169,191","44,206,156",,0,,0,,0,,0,,0
36840,"195,219,220","85,172,238","0,5,95","0,0,0","255,165,0",,0,,0,,0,,0,,0
36841,"152,150,164","193,210,210","166,145,144","0,0,0","154,205,50",,0,,0,,0,,0,,0
36842,"234,17,54","146,234,217","0,0,241","187,187,187","74,107,140",,0,,0,,0,,0,,0
36843,"151,193,130","221,195,255","178,214,170","252,252,241","198,185,19",,0,,0,,0,,0,,0
36844,"136,216,176","118,129,206","0,15,255","65,234,43","174,0,174",,0,,0,,0,,0,,0
36845,"139,41,16","220,208,192","55,58,61","247,247,247","88,85,88",,0,,0,,0,,0,,0
36846,"195,172,37","144,192,178","255,167,0","254,192,64","105,79,79",,0,,0,,0,,0,,0
36847,"169,36,36","82,28,42","17,56,38","28,212,142","246,212,24",,0,,0,,0,,0,,0
36848,"231,161,28","111,225,225","214,155,41","242,230,255","175,183,219",,0,,0,,0,,0,,0
36849,"130,49,199","218,185,105","28,89,140","51,102,71","139,72,54",,0,,0,,0,,0,,0
36850,"144,81,46","253,146,146","5,6,56","40,70,8","179,112,112",,0,,0,,0,,0,,0
36851,"9,165,255","143,168,238","7,2,41","137,152,206","242,172,44",,0,,0,,0,,0,,0
36852,"230,47,34","141,93,93","0,15,170","101,13,111","237,193,105",,0,,0,,0,,0,,0
36853,"0,15,0","66,44,28","251,1,240","177,171,184","152,173,195",,0,,0,,0,,0,,0
36854,"166,156,191","72,193,159","162,179,204","0,66,45","161,161,30",,0,,0,,0,,0,,0
36855,"111,180,168","204,212,74","61,99,106","169,186,157","100,182,100",,0,,0,,0,,0,,0
36856,"238,189,114","15,86,114","216,180,135","127,202,204","248,81,51",,0,,0,,0,,0,,0
36857,"221,190,143","220,237,194","208,181,158","39,21,7","158,219,240",,0,,0,,0,,0,,0
36858,"144,162,198","254,206,171","118,78,90","230,32,32","105,53,53",,0,,0,,0,,0,,0
36859,"1,117,140","204,82,122","112,23,2","209,0,71","54,76,57",,0,,0,,0,,0,,0
36860,"245,199,140","157,224,173","94,24,15","29,172,214","21,91,92",,0,,0,,0,,0,,0
36861,"0,3,105","23,9,51","18,46,94","21,96,189","238,130,238",,0,,0,,0,,0,,0
36862,"0,3,105","0,0,201","109,11,75","118,48,255","17,20,234",,0,,0,,0,,0,,0
36863,"231,212,217","148,108,59","131,230,238","73,5,96","170,170,170",,0,,0,,0,,0,,0
36864,"87,37,36","101,172,199","208,104,34","65,46,160","170,170,170",,0,,0,,0,,0,,0
36865,"121,167,167","36,25,154","254,159,255","35,31,31","103,92,92",,0,,0,,0,,0,,0
36866,"255,198,127","163,76,76","5,7,9","81,60,89","95,195,254",,0,,0,,0,,0,,0
36867,"107,84,76","255,230,123","234,44,11","159,166,182","234,252,255",,0,,0,,0,,0,,0
36868,"36,25,123","133,164,215","249,234,218","38,64,97","0,15,0",,0,,0,,0,,0,,0
36869,"188,189,119","108,0,0","150,98,92","20,22,71","167,8,8",,0,,0,,0,,0,,0
36870,"249,201,168","139,0,0","231,150,50","234,204,81","140,217,255",,0,,0,,0,,0,,0
36871,"128,131,238","0,1,17","225,145,189","38,28,89","0,0,0",,0,,0,,0,,0,,0
36872,"252,116,116","0,1,17","47,41,41","31,49,166","54,1,1",,0,,0,,0,,0,,0
36873,"79,122,131","0,14,238","163,212,104","32,147,94","0,0,0",,0,,0,,0,,0,,0
36874,"84,221,188","255,71,0","178,102,178","144,131,207","241,255,14",,0,,0,,0,,0,,0
36875,"79,221,82","37,130,162","132,31,178","107,116,119","16,86,21",,0,,0,,0,,0,,0
36876,"203,85,204","62,109,152","221,183,68","24,0,45","255,187,164",,0,,0,,0,,0,,0
36877,"182,193,193","219,141,208","203,221,171","65,41,16","255,142,142",,0,,0,,0,,0,,0
36878,"0,15,255","122,0,18","171,147,83","219,219,219","24,12,2",,0,,0,,0,,0,,0
36879,"238,238,238","0,15,255","153,157,129","195,195,195","159,138,107",,0,,0,,0,,0,,0
36880,"62,125,178","0,15,255","253,182,40","182,31,99","255,0,121",,0,,0,,0,,0,,0
36881,"88,89,154","16,253,255","103,106,99","179,238,58","204,13,13",,0,,0,,0,,0,,0
36882,"88,49,34","47,170,216","239,224,159","255,215,0","131,0,20",,0,,0,,0,,0,,0
36883,"255,193,0","202,255,200","241,215,188","255,62,150","29,24,163",,0,,0,,0,,0,,0
36884,"34,146,0","255,129,129","237,202,180","224,238,238","255,0,206",,0,,0,,0,,0,,0
36885,"255,155,0","201,231,235","33,116,33","192,255,62","236,80,80",,0,,0,,0,,0,,0
36886,"255,3,3","201,231,235","227,192,47","0,245,255","12,251,16",,0,,0,,0,,0,,0
36887,"161,255,192","146,185,221","182,44,44","245,245,220","87,87,87",,0,,0,,0,,0,,0
36888,"242,155,128","146,185,221","225,175,147","187,187,187","233,116,85",,0,,0,,0,,0,,0
36889,"135,125,199","74,84,60","133,227,225","238,224,229","101,177,231",,0,,0,,0,,0,,0
36890,"101,34,109","78,189,152","224,185,166","41,81,76","32,193,198",,0,,0,,0,,0,,0
36891,"219,120,27","234,221,62","200,181,167","228,169,47","231,63,122",,0,,0,,0,,0,,0
36892,"162,255,201","185,210,233","85,116,98","30,3,8","132,91,168",,0,,0,,0,,0,,0
36893,"240,240,240","255,244,0","38,161,158","240,103,112","65,92,113",,0,,0,,0,,0,,0
36894,"255,118,118","181,255,240","89,62,105","203,139,131","42,46,58",,0,,0,,0,,0,,0
36895,"255,204,231","215,182,75","6,82,139","204,51,230","60,210,195",,0,,0,,0,,0,,0
36896,"26,39,43","39,34,28","169,41,93","223,220,227","207,199,162",,0,,0,,0,,0,,0
36897,"148,255,123","249,181,114","105,72,89","27,123,52","150,153,147",,0,,0,,0,,0,,0
36898,"135,0,255","243,222,138","35,169,119","223,220,227","223,210,219",,0,,0,,0,,0,,0
36899,"16,163,18","164,93,219","255,221,141","38,34,40","207,210,215",,0,,0,,0,,0,,0
36900,"212,175,55","76,83,90","43,53,101","185,158,255","3,165,246",,0,,0,,0,,0,,0
36901,"228,248,238","36,17,17","36,122,124","192,230,237","153,170,197",,0,,0,,0,,0,,0
36902,"85,134,165","6,43,49","141,52,165","249,233,211","183,188,201",,0,,0,,0,,0,,0
36903,"8,120,166","62,55,55","42,135,72","112,43,10","64,76,71",,0,,0,,0,,0,,0
36904,"255,253,249","46,88,150","124,49,72","69,101,115","247,226,50",,0,,0,,0,,0,,0
36905,"0,14,238","140,215,202","171,109,57","255,246,221","245,245,245",,0,,0,,0,,0,,0
36906,"137,108,37","233,180,119","143,89,212","236,51,88","175,238,238",,0,,0,,0,,0,,0
36907,"140,188,255","30,23,23","38,42,71","221,7,223","244,164,96",,0,,0,,0,,0,,0
36908,"240,248,255","122,122,122","249,241,68","187,187,187","64,224,208",,0,,0,,0,,0,,0
36909,"240,248,255","254,243,226","111,144,97","255,146,124","135,206,250",,0,,0,,0,,0,,0
36910,"168,218,97","255,66,14","210,170,120","90,35,21","220,20,60",,0,,0,,0,,0,,0
36911,"238,238,238","244,245,200","53,122,92","67,180,171","199,21,133",,0,,0,,0,,0,,0
36912,"208,136,27","227,213,80","195,61,3","0,15,255","153,101,21",,0,,0,,0,,0,,0
36913,"150,32,11","175,136,136","31,81,111","81,132,84","23,185,104",,0,,0,,0,,0,,0
36914,"180,229,193","46,129,12","97,152,253","112,222,194","236,193,17",,0,,0,,0,,0,,0
36915,"228,234,146","56,31,31","249,243,114","243,243,242","32,12,67",,0,,0,,0,,0,,0
36916,"216,212,120","0,164,81","83,15,154","245,245,252","66,32,32",,0,,0,,0,,0,,0
36917,"240,240,240","43,112,96","68,97,131","175,198,220","55,216,139",,0,,0,,0,,0,,0
36918,"206,221,128","244,206,113","64,64,64","52,205,250","111,104,197",,0,,0,,0,,0,,0
36919,"246,135,191","149,178,5","255,252,252","36,71,81","96,32,32",,0,,0,,0,,0,,0
36920,"145,202,229","118,154,165","208,186,57","71,14,68","30,30,30",,0,,0,,0,,0,,0
36921,"234,89,40","255,204,6","30,189,183","82,63,120","33,161,112",,0,,0,,0,,0,,0
36922,"135,210,255","255,111,105","97,97,97","217,180,255","155,27,68",,0,,0,,0,,0,,0
36923,"234,169,211","24,160,150","216,125,188","120,125,156","167,176,27",,0,,0,,0,,0,,0
36924,"109,178,159","0,13,221","17,21,36","68,86,118","0,0,241",,0,,0,,0,,0,,0
36925,"22,204,219","0,176,163","142,144,242","116,85,178","95,34,104",,0,,0,,0,,0,,0
36926,"135,165,169","255,59,0","136,210,246","210,133,70","133,200,250",,0,,0,,0,,0,,0
36927,"96,79,57","72,184,208","50,135,86","145,134,130","252,254,255",,0,,0,,0,,0,,0
36928,"79,137,133","139,139,139","178,69,10","114,81,64","174,164,205",,0,,0,,0,,0,,0
36929,"107,90,63","174,40,44","109,178,113","255,248,78","240,255,0",,0,,0,,0,,0,,0
36930,"0,15,255","18,18,125","133,53,109","0,165,169","102,153,206",,0,,0,,0,,0,,0
36931,"72,236,74","18,18,125","75,176,107","255,109,51","116,0,197",,0,,0,,0,,0,,0
36932,"252,248,225","238,211,171","246,171,255","30,73,82","192,192,192",,0,,0,,0,,0,,0
36933,"158,255,177","99,165,104","59,98,141","255,165,0","170,170,170",,0,,0,,0,,0,,0
36934,"252,255,196","108,155,165","191,103,201","84,45,51","0,0,0",,0,,0,,0,,0,,0
36935,"79,0,0","186,0,52","0,15,255","77,183,206","255,231,233",,0,,0,,0,,0,,0
36936,"0,88,114","235,5,6","0,15,19","83,130,31","135,206,235",,0,,0,,0,,0,,0
36937,"212,141,102","235,5,6","208,89,8","36,138,149","59,117,122",,0,,0,,0,,0,,0
36938,"159,128,54","0,0,0","66,40,53","95,62,10","132,104,255",,0,,0,,0,,0,,0
36939,"255,234,144","249,116,83","54,122,141","76,31,173","146,242,86",,0,,0,,0,,0,,0
36940,"201,133,110","180,223,55","29,8,56","185,149,150","249,41,219",,0,,0,,0,,0,,0
36941,"205,244,255","255,203,95","29,103,131","175,143,190","185,197,255",,0,,0,,0,,0,,0
36942,"174,208,219","124,124,124","3,141,225","169,121,71","254,0,246",,0,,0,,0,,0,,0
36943,"252,237,66","0,15,117","54,122,174","221,188,149","244,221,222",,0,,0,,0,,0,,0
36944,"68,238,225","35,21,18","237,158,158","163,255,236","220,208,192",,0,,0,,0,,0,,0
36945,"107,16,16","0,12,249","237,237,237","133,82,220","115,184,109",,0,,0,,0,,0,,0
36946,"255,133,0","135,43,147","170,113,174","12,68,82","234,228,242",,0,,0,,0,,0,,0
36947,"233,222,154","238,85,19","81,34,90","77,58,58","49,164,197",,0,,0,,0,,0,,0
36948,"188,232,235","0,140,237","23,26,51","182,87,23","165,118,186",,0,,0,,0,,0,,0
36949,"90,12,22","107,62,113","172,206,241","120,90,70","58,102,178",,0,,0,,0,,0,,0
36950,"200,99,207","0,102,121","172,206,241","40,13,69","239,202,243",,0,,0,,0,,0,,0
36951,"55,171,180","138,179,37","120,91,78","52,73,57","188,251,223",,0,,0,,0,,0,,0
36952,"184,154,97","236,143,38","110,149,152","248,184,220","170,170,170",,0,,0,,0,,0,,0
36953,"50,50,50","107,115,171","176,160,249","137,110,105","75,128,110",,0,,0,,0,,0,,0
36954,"134,116,134","58,138,174","9,160,171","175,69,107","69,24,76",,0,,0,,0,,0,,0
36955,"134,116,134","150,206,165","37,122,186","0,15,203","210,255,162",,0,,0,,0,,0,,0
36956,"0,1,228","238,160,151","172,206,241","166,89,80","223,191,159",,0,,0,,0,,0,,0
36957,"0,1,228","63,76,151","255,224,112","250,141,98","0,13,128",,0,,0,,0,,0,,0
36958,"0,9,159","0,163,137","245,138,128","38,19,0","0,0,0",,0,,0,,0,,0,,0
36959,"0,9,159","225,181,59","247,210,228","216,161,193","238,47,47",,0,,0,,0,,0,,0
